# 2-theta (degrees)	Intensity
10.565859547014226	100.0
18.353048630151488	9.414364050452992
21.222908621622658	4.0502525429737375
28.198782709611457	16.705796600324867
32.06967457506064	1.1223849664536785
35.555062786618834	5.791721911249822
37.199289618252116	10.958301168437751
38.77766219796272	0.1661840445934709
43.19952361250046	14.39197311489326
43.2210942691917	5.344117996483059
44.60056649789034	4.521586103271346
44.61633950181474	1.0350517868761773
47.303975746845715	1.2535912190645713
47.32406736793727	0.5552871148402992
48.612098577987055	0.7206307446299737
49.91371769342741	17.995171752008684
52.389683542466095	4.830403018777677
52.40366481172116	0.2067975463554526
54.80385189483054	0.4061039511634569
54.81740551370814	0.00420439282863426
54.82192288437939	4.383056580013439
57.16584558142295	3.888703003551559
58.29730073058519	4.933712945910257
58.31465829395043	0.36049893669925653
59.43227214100449	0.07692525576761516
61.68046894287085	0.7982829305622047
62.76179627209698	2.97853928595255
62.77425376613551	0.7166555758995299
65.99444421311668	0.352394567075341
66.00656914453653	0.027797405409637484
67.06962586312345	0.5226422926014359
68.10450713850766	12.16411544154851
68.12042338263096	0.3996674225030771
70.19947169480004	1.6448990676599635
72.23618484627572	3.3426958862229625
72.24781574051072	0.8810166595931851
74.24611500190784	1.2807419727727163
74.26529582236064	3.1242333984553428
74.28063917616836	0.2224083215016154
75.27213774880363	0.2920260362060105
78.26633375097991	0.7066533856128392
78.27764664355297	0.7865069121840055
79.27183275567872	0.417223347046895
80.22529657926557	0.2614571940392319
80.25901454092357	0.3076311552767705
83.18946395935735	0.5168614750932518
83.20433764297199	0.38230464218670057
84.16688162682426	0.40436142836801586
84.17801588831972	0.04595446922013124
86.09840158880574	0.0677330948973039
86.11690547012014	1.7186204674007075
87.10117985167703	1.0612195479762139
88.07721004035146	1.0401625278207856
